#
# http://www.portaldalinguaportuguesa.org/index.php?action=gentilicos&act=list
#
# toponym;type;demonym:pos;holonym
# toponym (language variant);type;demonym:pos;holonym (country)
#
Biscaia;região;biscaio:ADJ;Espanha
Biscaia;região;biscaio:N;Espanha
Bissau;cidade;bissanense:ADJ;Guiné-Bissau
Bissau;cidade;bissanense:N;Guiné-Bissau
Bissau;cidade;bissauense:ADJ;Guiné-Bissau
Bissau;cidade;bissauense:N;Guiné-Bissau
Bituruna;cidade;biturunense:ADJ;Paraná (Brasil)
Bituruna;cidade;biturunense:N;Paraná (Brasil)
Blumenau;cidade;blumenauense:ADJ;Santa Catarina (Brasil)
Blumenau;cidade;blumenauense:N;Santa Catarina (Brasil)
Boa Vista;cidade;boa-vistense:ADJ;Roraima (Brasil)
Boa Vista;cidade;boa-vistense:N;Roraima (Brasil)
Boêmia (PB);região;boêmio:ADJ;Tchéquia
Boêmia (PB);região;boêmio:ADJ;Tchéquia
Boémia (Portugal);região;boémio:ADJ;República Checa
Boémia (Portugal);região;boémio:ADJ;República Checa
Bogotá;cidade;bogotano:ADJ;Colômbia
Bogotá;cidade;bogotano:N;Colômbia
Bolama;cidade;bolamense:ADJ;Guiné-Bissau
Bolama;cidade;bolamense:N;Guiné-Bissau
Bolívia;país;boliviano:ADJ;América
Bolívia;país;boliviano:N;América
Bolonha;cidade;bolonhês:ADJ;Itália
Bolonha;cidade;bolonhês:N;Itália
Bombarral;vila;bombarralense:ADJ;Leiria (Portugal)
Bombarral;vila;bombarralense:N;Leiria (Portugal)
Bombarral;vila;bombarrelense:ADJ;Leiria (Portugal)
Bombarral;vila;bombarrelense:N;Leiria (Portugal)
Bona;cidade;bonense:ADJ;Alemanha
Bona;cidade;bonense:N;Alemanha
Borba;vila;borbense:ADJ;Évora (Portugal)
Borba;vila;borbense:N;Évora (Portugal)
Bordéus;cidade;bordalense:ADJ;França
Bordéus;cidade;bordalense:N;França
Bordéus;cidade;bordalês:ADJ;França
Bordéus;cidade;bordalês:N;França
Bordéus;cidade;bordelense:ADJ;França
Bordéus;cidade;bordelense:N;França
Bordéus;cidade;bordelês:ADJ;França
Bordéus;cidade;bordelês:N;França
Bordéus;cidade;burdegalense:ADJ;França
Bordéus;cidade;burdegalense:N;França
Borgonha;região;borgonhês:ADJ;França
Borgonha;região;borgonhês:N;França
Borgonha;região;borguinhão:ADJ;França
Borgonha;região;borguinhão:N;França
Bósnia e Herzegovina;país;bosnense:ADJ;Europa
Bósnia e Herzegovina;país;bosnense:N;Europa
Bósnia e Herzegovina;país;bosníaco:ADJ;Europa
Bósnia e Herzegovina;país;bosníaco:N;Europa
Bósnia e Herzegovina;país;bosniano:ADJ;Europa
Bósnia e Herzegovina;país;bosniano:N;Europa
Bósnia e Herzegovina;país;bosniense:ADJ;Europa
Bósnia e Herzegovina;país;bosniense:N;Europa
Bósnia e Herzegovina;país;bósnio:ADJ;Europa
Bósnia e Herzegovina;país;bósnio:N;Europa
Bósnia e Herzegovina;país;herzegóvino:ADJ;Europa
Bósnia e Herzegovina;país;herzegóvino:N;Europa
Boston;cidade;bostonense:ADJ;Estados Unidos
Boston;cidade;bostonense:N;Estados Unidos
Boston;cidade;bostoniano:ADJ;Estados Unidos
Boston;cidade;bostoniano:N;Estados Unidos
Boticas;vila;botiquense:ADJ;Vila Real (Portugal)
Boticas;vila;botiquense:N;Vila Real (Portugal)
Botsuana;país;bechuano:ADJ;África
Botsuana;país;bechuano:N;África
Botsuana;país;bosnense:ADJ;África
Botsuana;país;bosnense:N;África
Botsuana;país;botsuanense:N;África
Botsuana;país;botsuanês:ADJ;África
Botsuana;país;botsuanês:N;África
Botsuana;país;botsuano:ADJ;África
Botsuana;país;botsuano:N;África
Brabante do Norte;região;brabanção:ADJ;Holanda
Brabante do Norte;região;brabanção:N;Holanda
Braga;cidade;bracaraugustano:ADJ;Braga (Portugal)
Braga;cidade;bracaraugustano:N;Braga (Portugal)
Braga;cidade;bracarense:ADJ;Braga (Portugal)
Braga;cidade;bracarense:N;Braga (Portugal)
Braga;cidade;brácaro:ADJ;Braga (Portugal)
Braga;cidade;brácaro:N;Braga (Portugal)
Braga;cidade;braguês:ADJ;Braga (Portugal)
Braga;cidade;braguês:N;Braga (Portugal)
Bragança;cidade;bragançano:ADJ;Bragança (Portugal)
Bragança;cidade;bragançano:N;Bragança (Portugal)
Bragança;cidade;bragancês:ADJ;Bragança (Portugal)
Bragança;cidade;bragancês:N;Bragança (Portugal)
Bragança;cidade;bragantino:ADJ;Bragança (Portugal)
Bragança;cidade;bragantino:ADJ;São Paulo (Brasil)
Bragança;cidade;bragantino:N;Bragança (Portugal)
Bragança;cidade;bragantino:N;São Paulo (Brasil)
Bragança;cidade;brigantino:ADJ;Bragança (Portugal)
Bragança;cidade;brigantino:N;Bragança (Portugal)
Brandeburgo;cidade;brandeburguês:ADJ;Alemanha
Brandeburgo;cidade;brandeburguês:N;Alemanha
Brasil;país;brasileiro:ADJ;América
Brasil;país;brasileiro:N;América
Brasília;cidade;brasiliense:ADJ;Distrito Federal (Brasil)
Brasília;cidade;brasiliense:N;Distrito Federal (Brasil)
Bretanha;região;bretão:ADJ;França
Bretanha;região;bretão:N;França
Brunei;país;bruneano:ADJ;Ásia
Brunei;país;bruneano:N;Ásia
Brunei;país;bruneíno:ADJ;Ásia
Brunei;país;bruneíno:N;Ásia
Bruxelas;cidade;bruxelense:ADJ;Bélgica
Bruxelas;cidade;bruxelense:N;Bélgica
Bruxelas;cidade;bruxelês:ADJ;Bélgica
Bruxelas;cidade;bruxelês:N;Bélgica
Bucareste;cidade;bucarestense:ADJ;Roménia
Bucareste;cidade;bucarestense:N;Roménia
Bucareste;cidade;bucarestino:ADJ;Roménia
Bucareste;cidade;bucarestino:N;Roménia
Budapeste;cidade;budapestense:ADJ;Hungria
Budapeste;cidade;budapestense:N;Hungria
Budapeste;cidade;budapestino:ADJ;Hungria
Budapeste;cidade;budapestino:N;Hungria
Bueno Brandão;cidade;bueno-brandense:ADJ;Minas Gerais (Brasil)
Bueno Brandão;cidade;bueno-brandense:N;Minas Gerais (Brasil)
Buenos Aires;cidade;bonaerense:ADJ;Argentina
Buenos Aires;cidade;bonaerense:N;Argentina
Buenos Aires;cidade;buenairense:ADJ;Argentina
Buenos Aires;cidade;buenairense:N;Argentina
Buenos Aires;cidade;portenho:ADJ;Argentina
Buenos Aires;cidade;portenho:N;Argentina
Bulgária;país;búlgaro:ADJ;Europa
Bulgária;país;búlgaro:N;Europa
Burquina Faso;país;burquinabê:ADJ;África
Burquina Faso;país;burquinabê:N;África
Burquina Faso;país;burquinense:ADJ;África
Burquina Faso;país;burquinense:N;África
Burquina Faso;país;burquino:ADJ;África
Burquina Faso;país;burquino:N;África
Burundi;país;burundiano:ADJ;África
Burundi;país;burundiano:N;África
Burundi;país;burundiense:ADJ;África
Burundi;país;burundiense:N;África
Burundi;país;burundinês:ADJ;África
Burundi;país;burundinês:N;África
Butão;país;butanense:ADJ;Ásia
Butão;país;butanense:N;Ásia
Butão;país;butanês:ADJ;Ásia
Butão;país;butanês:N;Ásia
Butão;país;butani:ADJ;Ásia
Butão;país;butani:N;Ásia
Butão;país;butâni:ADJ;Ásia
Butão;país;butâni:N;Ásia
Cabeceiras de Basto;vila;cabeceirense:ADJ;Braga (Portugal)
Cabeceiras de Basto;vila;cabeceirense:N;Braga (Portugal)
Cabo Frio;cidade;cabo-friense:ADJ;Rio de Janeiro (Brasil)
Cabo Frio;cidade;cabo-friense:N;Rio de Janeiro (Brasil)
Cabo Verde;país;cabo-verdense:ADJ;África
Cabo Verde;país;cabo-verdense:N;África
Cabo Verde;país;cabo-verdiano:ADJ;África
Cabo Verde;país;cabo-verdiano:N;África
Cachoeirinha;cidade;cachoeirinhense:ADJ;Rio Grande do Sul (Brasil)
Cachoeirinha;cidade;cachoeirinhense:N;Rio Grande do Sul (Brasil)
Cachoeiro de Itapemirim;cidade;cachoeirense:ADJ;Espírito Santo (Brasil)
Cachoeiro de Itapemirim;cidade;cachoeirense:N;Espírito Santo (Brasil)
Cadaval;vila;cadavalense:ADJ;Lisboa (Portugal)
Cadaval;vila;cadavalense:N;Lisboa (Portugal)
Cádis;cidade;gaditano:ADJ;Espanha
Cádis;cidade;gaditano:N;Espanha
Caém;cidade;caemense:ADJ;Bahia (Brasil)
Caém;cidade;caemense:N;Bahia (Brasil)
Caeté;cidade;caeteense:ADJ;Minas Gerais (Brasil)
Caeté;cidade;caeteense:N;Minas Gerais (Brasil)
Caiena;cidade;caienense:ADJ;Guiana Francesa
Caiena;cidade;caienense:N;Guiana Francesa
Cairo;cidade;cairota:ADJ;Egipto
Cairo;cidade;cairota:N;Egipto
Calaári;deserto;calaariano:ADJ;África
Calaári;deserto;calaariano:N;África
Calábria;região;calabrês:ADJ;Itália
Calábria;região;calabrês:N;Itália
Calcutá;cidade;calcutaense:ADJ;Índia
Calcutá;cidade;calcutaense:N;Índia
Caldas da Rainha;cidade;caldense:ADJ;Leiria (Portugal)
Caldas da Rainha;cidade;caldense:N;Leiria (Portugal)
Calheta;vila;calhetense:ADJ;Madeira (Portugal)
Calheta;vila;calhetense:N;Madeira (Portugal)
Califórnia;região;californiano:ADJ;Estados Unidos
Califórnia;região;californiano:N;Estados Unidos
Calmúquia;região;calmuco:ADJ;Rússia
Calmúquia;região;calmuco:N;Rússia
Câmara de Lobos;cidade;câmara-lobense:ADJ;Madeira (Portugal)
Câmara de Lobos;cidade;câmara-lobense:N;Madeira (Portugal)
Camarões;país;camaronense:ADJ;África
Camarões;país;camaronense:N;África
Camarões;país;camaronês:ADJ;África
Camarões;país;camaronês:N;África
Camboja;país;cambojano:ADJ;Ásia
Camboja;país;cambojano:N;Ásia
Caminha;vila;caminhense:ADJ;Viana do Castelo (Portugal)
Caminha;vila;caminhense:N;Viana do Castelo (Portugal)
Campânia;região;campaniense:ADJ;Itália
Campânia;região;campaniense:N;Itália
Campinas;cidade;campineiro:N;São Paulo (Brasil)
Campo Bom;cidade;campo-bonense:ADJ;Rio Grande do Sul (Brasil)
Campo Bom;cidade;campo-bonense:N;Rio Grande do Sul (Brasil)
Campo Grande;cidade;campo-grandense:ADJ;Mato Grosso do Sul (Brasil)
Campo Grande;cidade;campo-grandense:N;Mato Grosso do Sul (Brasil)
Campo Maior;vila;campo-maiorense:ADJ;Portalegre (Portugal)
Campo Maior;vila;campo-maiorense:N;Portalegre (Portugal)
Canadá;país;canadense:ADJ;América
Canadá;país;canadense:ADJ;América
Canadá;país;canadiano:ADJ;América
Canadá;país;canadiano:N;América
Canárias;ilha;canarino:ADJ;África
Canárias;ilha;canarino:N;África
Canárias;região;canário:ADJ;Espanha
Canárias;região;canário:N;Espanha
Canoas;cidade;canoense:ADJ;Rio Grande do Sul (Brasil)
Canoas;cidade;canoense:N;Rio Grande do Sul (Brasil)
Canossa;cidade;canossiano:ADJ;Itália
Canossa;cidade;canossiano:N;Itália
Cantábria;região;cantábrico:ADJ;Espanha
Cantábria;região;cantábrico:N;Espanha
Cantanhede;cidade;cantanhedense:ADJ;Coimbra (Portugal)
Cantanhede;cidade;cantanhedense:N;Coimbra (Portugal)
Cantão;cidade;cantonês:ADJ;China
Cantão;cidade;cantonês:N;China
Cantuária;cidade;cantuariense:ADJ;Reino Unido
Cantuária;cidade;cantuariense:N;Reino Unido
Capela Nova;cidade;capela-novense:ADJ;Minas Gerais (Brasil)
Capela Nova;cidade;capela-novense:N;Minas Gerais (Brasil)
Cápua;cidade;capuano:ADJ;Itália
Cápua;cidade;capuano:N;Itália
Cápua;cidade;capuense:ADJ;Itália
Cápua;cidade;capuense:N;Itália
Caracas;cidade;caraquenho:ADJ;Venezuela
Caracas;cidade;caraquenho:N;Venezuela
Caraguatatuba;cidade;caraguatatubense:ADJ;São Paulo (Brasil)
Caraguatatuba;cidade;caraguatatubense:N;São Paulo (Brasil)
Caranaíba;cidade;caranaibense:ADJ;Minas Gerais (Brasil)
Caranaíba;cidade;caranaibense:N;Minas Gerais (Brasil)
Carandaí;cidade;carandaiense:ADJ;Minas Gerais (Brasil)
Carandaí;cidade;carandaiense:N;Minas Gerais (Brasil)
Carcavelos;vila;carcavelense:ADJ;Lisboa (Portugal)
Carcavelos;vila;carcavelense:N;Lisboa (Portugal)
Carélia;região;carélio:ADJ;Rússia
Carélia;região;carélio:N;Rússia
Caribe;ilha;caribenho:ADJ;América
Caribe;ilha;caribenho:N;América
Carmel;região;carmelita:ADJ;Israel
Carmel;região;carmelita:N;Israel
Carolina do Norte;região;carolinense:ADJ;Estados Unidos
Carolina do Norte;região;carolinense:N;Estados Unidos
Carrara;região;carrarense:ADJ;Itália
Carrara;região;carrarense:N;Itália
Carrazeda de Ansiães;vila;carrazedense:ADJ;Bragança (Portugal)
Carrazeda de Ansiães;vila;carrazedense:N;Bragança (Portugal)
Carregal do Sal;vila;carregalense:ADJ;Viseu (Portugal)
Carregal do Sal;vila;carregalense:N;Viseu (Portugal)
Cartaxo;cidade;cartaxeiro:ADJ;Santarém (Portugal)
Cartaxo;cidade;cartaxeiro:N;Santarém (Portugal)
Cartaxo;cidade;cartaxense:ADJ;Santarém (Portugal)
Cartaxo;cidade;cartaxense:N;Santarém (Portugal)
Casa Grande;cidade;casa-grandense:ADJ;Minas Gerais (Brasil)
Casa Grande;cidade;casa-grandense:N;Minas Gerais (Brasil)
Casablanca;cidade;casablanquense:ADJ;Marrocos
Casablanca;cidade;casablanquense:N;Marrocos
Cascais;cidade;cascalejo:ADJ;Lisboa (Portugal)
Cascais;cidade;cascalejo:N;Lisboa (Portugal)
Cascais;cidade;cascalense:ADJ;Lisboa (Portugal)
Cascais;cidade;cascalense:N;Lisboa (Portugal)
Cascavel;cidade;cascavelense:ADJ;Paraná (Brasil)
Cascavel;cidade;cascavelense:N;Paraná (Brasil)
Castanheira de Pera;vila;castanheirense:ADJ;Leiria (Portugal)
Castanheira de Pera;vila;castanheirense:N;Leiria (Portugal)
Castela;região;castelhano:ADJ;Espanha
Castela;região;castelhano:N;Espanha
Castelo Branco;cidade;albicastrense:ADJ;Castelo Branco (Portugal)
Castelo Branco;cidade;albicastrense:N;Castelo Branco (Portugal)
Castelo de Paiva;vila;paivense:ADJ;Aveiro (Portugal)
Castelo de Paiva;vila;paivense:N;Aveiro (Portugal)
Castelo de Vide;vila;castelo-vidense:ADJ;Portalegre (Portugal)
Castelo de Vide;vila;castelo-vidense:N;Portalegre (Portugal)
Castro Marim;vila;castro-marinense:ADJ;Faro (Portugal)
Castro Marim;vila;castro-marinense:N;Faro (Portugal)
Castro Verde;vila;castro-verdense:ADJ;Beja (Portugal)
Castro Verde;vila;castro-verdense:N;Beja (Portugal)
Catalunha;região;catalão:ADJ;Espanha
Catalunha;região;catalão:N;Espanha
Catar;país;catarense:ADJ;Ásia
Catar;país;catarense:N;Ásia
Catar;país;catariano:ADJ;Ásia
Catar;país;catariano:N;Ásia
Catas Altas da Noruega;cidade;catas-altense:ADJ;Minas Gerais (Brasil)
Catas Altas da Noruega;cidade;catas-altense:N;Minas Gerais (Brasil)
Caucaia;cidade;caucaiense:ADJ;Ceará (Brasil)
Caucaia;cidade;caucaiense:N;Ceará (Brasil)
Cáucaso;região;caucasiano:ADJ;Europa
Cáucaso;região;caucasiano:N;Europa
Caxias do Sul;cidade;caxiense:ADJ;Rio Grande do Sul (Brasil)
Caxias do Sul;cidade;caxiense:N;Rio Grande do Sul (Brasil)
Cazaquistão;país;casaco:N;Ásia
Cazaquistão;país;cazaque:ADJ;Ásia
Cazaquistão;país;cazaque:N;Ásia
Cazaquistão;país;cazaquistanês:ADJ;Ásia
Cazaquistão;país;cazaquistanês:N;Ásia
Ceará;estado;cearense:ADJ;Brasil
Ceará;estado;cearense:N;Brasil
Cedro do Abaeté;cidade;cedrense:ADJ;Minas Gerais (Brasil)
Cedro do Abaeté;cidade;cedrense:N;Minas Gerais (Brasil)
Celorico de Basto;vila;celoricense:ADJ;Braga (Portugal)
Celorico de Basto;vila;celoricense:N;Braga (Portugal)
Ceuta;cidade;ceutense:ADJ;Marrocos
Ceuta;cidade;ceutense:N;Marrocos
Chade;país;chadiano:ADJ;África
Chade;país;chadiano:N;África
Chade;país;chadiense:ADJ;África
Chade;país;chadiense:N;África
Champanhe;região;champanhês:ADJ;França
Champanhe;região;champanhês:ADJ;França
Chamusca;vila;chamusquense:ADJ;Santarém (Portugal)
Chamusca;vila;chamusquense:N;Santarém (Portugal)
Chaves;cidade;flaviense:ADJ;Vila Real (Portugal)
Chaves;cidade;flaviense:N;Vila Real (Portugal)
Chechênia (PB);região;checheno:ADJ;Rússia
Chechênia (PB);região;checheno:N;Rússia
Chechénia (Portugal);região;checheno:ADJ;Rússia
Chile;país;chileno:ADJ;América
Chile;país;chileno:N;América
China;país;chinês:ADJ;Ásia
China;país;chinês:N;Ásia
China;país;chino:ADJ;Ásia
China;país;chino:N;Ásia
China;país;sínico:ADJ;Ásia
China;país;sínico:N;Ásia
Chipre;país;cíprio:ADJ;Europa
Chipre;país;cíprio:N;Europa
Chipre;país;cipriota:ADJ;Europa
Chipre;país;cipriota:N;Europa
Cícladas;ilha;cicladense:ADJ;Grécia
Cícladas;ilha;cicladense:N;Grécia
Cinfães;vila;cinfanense:ADJ;Viseu (Portugal)
Cinfães;vila;cinfanense:N;Viseu (Portugal)
Cingapura (PB);país;cingapurense:ADJ;Ásia
Cingapura (PB);país;cingapurense:ADJ;Ásia
Circássia;região;circassiano:ADJ;Russia
Circássia;região;circassiano:N;Russia
Cochinchina;região;cochinchino:ADJ;Vietname
Cochinchina;região;cochinchino:N;Vietname
Coimbra;cidade;coimbrão:ADJ;Coimbra (Portugal)
Coimbra;cidade;coimbrão:N;Coimbra (Portugal)
Coimbra;cidade;colimbriense:ADJ;Coimbra (Portugal)
Coimbra;cidade;colimbriense:N;Coimbra (Portugal)
Coimbra;cidade;conimbricense:ADJ;Coimbra (Portugal)
Coimbra;cidade;conimbricense:N;Coimbra (Portugal)
Colácia;cidade;colatino:ADJ;Itália
Colácia;cidade;colatino:N;Itália
Colômbia;país;colombiano:ADJ;América
Colômbia;país;colombiano:N;América
Colômbia;país;colombo:N;América
Colombo;cidade;colombense:ADJ;Paraná (Brasil)
Colombo;cidade;colombense:ADJ;Sri Lanca
Colombo;cidade;colombense:N;Paraná (Brasil)
Colombo;cidade;colombense:N;Sri Lanca
Colónia;cidade;coloniano:ADJ;Alemanha
Colónia;cidade;coloniano:N;Alemanha
Comores;país;comorense:ADJ;África
Comores;país;comorense:N;África
Comores;país;comoriano:ADJ;África
Comores;país;comoriano:N;África
Comunidade Valenciana;região;valenciano:ADJ;Espanha
Comunidade Valenciana;região;valenciano:N;Espanha
Conceição da Barra;cidade;barrense:ADJ;Espírito Santo (Brasil)
Conceição da Barra;cidade;barrense:N;Espírito Santo (Brasil)
Condeixa-a-Nova;vila;condeixense:ADJ;Coimbra (Portugal)
Condeixa-a-Nova;vila;condeixense:N;Coimbra (Portugal)
Congo-Brazzaville;país;congolense:ADJ;África
Congo-Brazzaville;país;congolense:N;África
Congo-Brazzaville;país;congolês:ADJ;África
Congo-Brazzaville;país;congolês:N;África
Congo-Brazzaville;país;conguês:ADJ;África
Congo-Brazzaville;país;conguês:N;África
Congo-Kinshasa;país;congolês:ADJ;África
Congo-Kinshasa;país;congolês:N;África
Congo-Kinshasa;país;conguês:ADJ;África
Congo-Kinshasa;país;conguês:N;África
Congonhas;cidade;congonhense:ADJ;Minas Gerais (Brasil)
Congonhas;cidade;congonhense:N;Minas Gerais (Brasil)
Conselheiro Lafaiete;cidade;lafaietense:ADJ;Minas Gerais (Brasil)
Conselheiro Lafaiete;cidade;lafaietense:N;Minas Gerais (Brasil)
Constância;vila;constanciense:ADJ;Santarém (Portugal)
Constância;vila;constanciense:N;Santarém (Portugal)
Contagem;cidade;contagense:ADJ;Minas Gerais (Brasil)
Contagem;cidade;contagense:N;Minas Gerais (Brasil)
Copacabana;bairro;copacabanense:ADJ;Rio de Janeiro (Brasil)
Copacabana;bairro;copacabanense:N;Rio de Janeiro (Brasil)
Copenhaga;cidade;copenhaguense:ADJ;Dinamarca
Copenhaga;cidade;copenhaguense:N;Dinamarca
Córdova;região;cordovês:ADJ;Colômbia
Córdova;região;cordovês:N;Colômbia
Córdova;região;cordubense:ADJ;Colômbia
Córdova;região;cordubense:N;Colômbia
Coreia do Norte;país;norte-coreano:ADJ;Ásia
Coreia do Norte;país;norte-coreano:N;Ásia
Coreia do Sul;país;sul-coreano:ADJ;Ásia
Coreia do Sul;país;sul-coreano:N;Ásia
Corinto;cidade;corintiano:ADJ;Minas Gerais (Brasil)
Corinto;cidade;corintiano:N;Minas Gerais (Brasil)
Cornualha;região;córnico:ADJ;Reino Unido
Cornualha;região;córnico:N;Reino Unido
Córsega;ilha;corso:ADJ;França
Córsega;ilha;corso:N;França
Coruche;vila;coruchense:ADJ;Santarém (Portugal)
Coruche;vila;coruchense:N;Santarém (Portugal)
Corunha;cidade;corunhês:ADJ;Espanha
Corunha;cidade;corunhês:N;Espanha
Corvo;ilha;corvense:ADJ;Açores (Portugal)
Corvo;ilha;corvense:N;Açores (Portugal)
Corvo;ilha;corvino:ADJ;Açores (Portugal)
Corvo;ilha;corvino:N;Açores (Portugal)
Costa do Marfim;país;costa-marfinense:ADJ;África
Costa do Marfim;país;costa-marfinense:N;África
Costa do Marfim;país;ebúrneo:ADJ;África
Costa do Marfim;país;ebúrneo:N;África
Costa do Marfim;país;marfinense:ADJ;África
Costa do Marfim;país;marfinense:N;África
Costa Rica;país;costa-ricense:ADJ;América
Costa Rica;país;costa-ricense:N;América
Costa Rica;país;costa-riquenho:ADJ;América
Costa Rica;país;costa-riquenho:N;América
Costa Rica;país;costa-riquense:ADJ;América
Costa Rica;país;costa-riquense:N;América
Covilhã;cidade;covilhanense:ADJ;Castelo Branco (Portugal)
Covilhã;cidade;covilhanense:N;Castelo Branco (Portugal)
Cracóvia;cidade;cracoviano:ADJ;Polónia
Cracóvia;cidade;cracoviano:N;Polónia
Crato;vila;cratense:ADJ;Portalegre (Portugal)
Crato;vila;cratense:N;Portalegre (Portugal)
Creta;ilha;cretense:ADJ;Grécia
Creta;ilha;cretense:N;Grécia
Cristiano Otoni;cidade;cristianense:ADJ;Minas Gerais (Brasil)
Cristiano Otoni;cidade;cristianense:N;Minas Gerais (Brasil)
Croácia;país;croácio:ADJ;Europa
Croácia;país;croácio:N;Europa
Croácia;país;croata:ADJ;Europa
Croácia;país;croata:N;Europa
Crucilândia;cidade;crucilandense:ADJ;Minas Gerais (Brasil)
Crucilândia;cidade;crucilandense:N;Minas Gerais (Brasil)
Cuba;país;cubano:ADJ;América
Cuba;país;cubano:N;América
Cuba;vila;cubense:ADJ;Beja (Portugal)
Cuba;vila;cubense:N;Beja (Portugal)
Cuiabá;cidade;cuiabano:ADJ;Mato Grosso (Brasil)
Cuiabá;cidade;cuiabano:N;Mato Grosso (Brasil)
Curdistão;região;curdo:ADJ;Ásia
Curdistão;região;curdo:N;Ásia
Curitiba;cidade;curitibano:ADJ;Paraná (Brasil)
Curitiba;cidade;curitibano:N;Paraná (Brasil)
Curvelo;cidade;curvelano:ADJ;Minas Gerais (Brasil)
Curvelo;cidade;curvelano:N;Minas Gerais (Brasil)
Cusco;cidade;cusquenho:ADJ;Peru
Cusco;cidade;cusquenho:N;Peru
Dacar;cidade;dacarense:ADJ;Senegal
Dacar;cidade;dacarense:N;Senegal
Dalmácia;região;dálmata:ADJ;Croácia
Dalmácia;região;dálmata:N;Croácia
Damão;cidade;damanense:ADJ;Índia
Damão;cidade;damanense:N;Índia
Damasco;cidade;damasceno:ADJ;Síria
Damasco;cidade;damasceno:N;Síria
Delfinado;região;delfinês:ADJ;França
Delfinado;região;delfinês:N;França
Diamantina;cidade;diamantinense:ADJ;Minas Gerais (Brasil)
Diamantina;cidade;diamantinense:N;Minas Gerais (Brasil)
Dinamarca;país;dinamarquês:ADJ;Europa
Dinamarca;país;dinamarquês:N;Europa
Diogo de Vasconcelos;cidade;vasconcelense:ADJ;Minas Gerais (Brasil)
Diogo de Vasconcelos;cidade;vasconcelense:N;Minas Gerais (Brasil)
Dionísio;cidade;dionisiano:ADJ;Minas Gerais (Brasil)
Dionísio;cidade;dionisiano:N;Minas Gerais (Brasil)
Diu;cidade;diense:ADJ;Índia
Diu;cidade;diense:N;Índia
Diu;cidade;diuense:ADJ;Índia
Diu;cidade;diuense:N;Índia
Domingos Martins;cidade;martinense:ADJ;Espírito Santo (Brasil)
Domingos Martins;cidade;martinense:N;Espírito Santo (Brasil)
Domínica;região;dominiquense:ADJ;América
Domínica;região;dominiquense:N;América
Domínica;região;dominiquês:ADJ;América
Domínica;região;dominiquês:N;América
Douro;região;duriense:ADJ;Portugal
Douro;região;duriense:N;Portugal
Dresda;cidade;dresdense:ADJ;Alemanha
Dresda;cidade;dresdense:N;Alemanha
Duas Barras;cidade;bibarrense:ADJ;Rio de Janeiro (Brasil)
Duas Barras;cidade;bibarrense:N;Rio de Janeiro (Brasil)
Dublin;cidade;dublinense:ADJ;Irlanda
Dublin;cidade;dublinense:N;Irlanda
Duque de Caxias;cidade;caxiense:ADJ;Rio de Janeiro (Brasil)
Duque de Caxias;cidade;caxiense:N;Rio de Janeiro (Brasil)
Egipto (Portugal);país;egipcíaco:ADJ;África
Egipto (Portugal);país;egipcíaco:N;África
Egipto (Portugal);país;egipciano:ADJ;África
Egipto (Portugal);país;egipciano:N;África
Egipto (Portugal);país;egípcio:ADJ;África
Egipto (Portugal);país;egípcio:N;África
Egito (PB);país;egipcíaco:ADJ;África
Egito (PB);país;egipcíaco:N;África
Egito (PB);país;egipciano:ADJ;África
Egito (PB);país;egipciano:N;África
Egito (PB);país;egípcio:ADJ;África
Egito (PB);país;egípcio:N;África
Elvas;cidade;elvense:ADJ;Portalegre (Portugal)
Elvas;cidade;elvense:N;Portalegre (Portugal)
Emília;região;emiliano:ADJ;Itália
Emília;região;emiliano:N;Itália
Emirados Árabes;país;árabe:ADJ;Ásia
Emirados Árabes;país;árabe:N;Ásia
Engadina;região;engadino:ADJ;Suíça
Engadina;região;engadino:N;Suíça
Entre Rios de Minas;cidade;entrerriano:ADJ;Minas Gerais (Brasil)
Entre Rios de Minas;cidade;entrerriano:N;Minas Gerais (Brasil)
Entroncamento;cidade;entroncamentense:ADJ;Santarém (Portugal)
Entroncamento;cidade;entroncamentense:N;Santarém (Portugal)
Equador;país;equatoriano:ADJ;América
Equador;país;equatoriano:N;América
Érice;cidade;ericino:ADJ;Itália
Érice;cidade;ericino:N;Itália
Eritreia;país;eritreu:ADJ;África
Eritreia;país;eritreu:N;África
Ermesinde;cidade;ermesindense:ADJ;Porto (Portugal)
Ermesinde;cidade;ermesindense:N;Porto (Portugal)
Escandinávia;região;escandinaviense:ADJ;Europa
Escandinávia;região;escandinaviense:N;Europa
Escandinávia;região;escandinavo:ADJ;Europa
Escandinávia;região;escandinavo:N;Europa
Escócia;região;escocês:ADJ;Reino Unido
Escócia;região;escocês:N;Reino Unido
Eslováquia;país;eslovaco:ADJ;Europa
Eslováquia;país;eslovaco:N;Europa
Eslovênia (PB);país;esloveno:ADJ;Europa
Eslovênia (PB);país;esloveno:N;Europa
Eslovénia (Portugal);país;esloveno:ADJ;Europa
Eslovénia (Portugal);país;esloveno:N;Europa
Esmeraldas;cidade;esmeraldense:ADJ;Minas Gerais (Brasil)
Esmeraldas;cidade;esmeraldense:N;Minas Gerais (Brasil)
Espanha;país;espanhol:ADJ;Europa
Espanha;país;espanhol:N;Europa
Espanha;país;hispânico:ADJ;Europa
Espanha;país;hispânico:N;Europa
Espanha;país;hispaniense:ADJ;Europa
Espanha;país;hispaniense:N;Europa
